SCHOOL_CODE,Pass Percentage,Observation,,,,,,,Mean,77.53852777
BB0074,100.00,Reward,,,,,,,,
BB0077,100.00,Reward,,,,,,,,
BB0078,100.00,Reward,,,,,,,,
BB0079,100.00,Reward,,,,,,,,
BB0082,100.00,Reward,,,,,,,,
BB0083,66.67,Reward,,,,,,,,
BB0084,100.00,Reward,,,,,,,,
BB0085,100.00,Reward,,,,,,,,
BB0086,100.00,Reward,,,,,,,,
BB0087,100.00,Reward,,,,,,,,
BB0088,20.00,Reward,,,,,,,,
BB0089,87.50,Reward,,,,,,,,
BB0090,100.00,Reward,,,,,,,,
BB0091,50.00,Reward,,,,,,,,
BB0092,50.00,Reward,,,,,,,,
BB0093,100.00,Reward,,,,,,,,
BB0094,100.00,Reward,,,,,,,,
BB0095,50.00,Reward,,,,,,,,
BB0096,100.00,Reward,,,,,,,,
BB0097,100.00,Reward,,,,,,,,
BB0098,75.00,Reward,,,,,,,,
BB0099,100.00,Reward,,,,,,,,
BB0100,100.00,Reward,,,,,,,,
BB0101,100.00,Reward,,,,,,,,
BB0102,40.00,Reward,,,,,,,,
BB0105,100.00,Reward,,,,,,,,
BB0106,66.67,Reward,,,,,,,,
BB0107,0.00,Normal,,,,,,,,
BB0108,100.00,Reward,,,,,,,,
BB0112,100.00,Reward,,,,,,,,
BB0114,100.00,Reward,,,,,,,,
BB0115,100.00,Reward,,,,,,,,
BB0117,100.00,Reward,,,,,,,,
BB0118,100.00,Reward,,,,,,,,
BB0119,100.00,Reward,,,,,,,,
BB0120,75.00,Reward,,,,,,,,
BB0121,100.00,Reward,,,,,,,,
BB0122,100.00,Reward,,,,,,,,
BB0123,100.00,Reward,,,,,,,,
BB0125,100.00,Reward,,,,,,,,
BB0126,100.00,Reward,,,,,,,,
BB0127,100.00,Reward,,,,,,,,
BB0131,0.00,Normal,,,,,,,,
BB0132,63.64,Reward,,,,,,,,
BB0133,87.50,Reward,,,,,,,,
BB0135,75.00,Reward,,,,,,,,
BB0136,50.00,Reward,,,,,,,,
BB0137,66.67,Reward,,,,,,,,
BB0138,100.00,Reward,,,,,,,,
BB0140,100.00,Reward,,,,,,,,
BB0141,100.00,Reward,,,,,,,,
BB0142,100.00,Reward,,,,,,,,
BB0143,33.33,Reward,,,,,,,,
BB0144,75.00,Reward,,,,,,,,
BB0146,100.00,Reward,,,,,,,,
BB0147,100.00,Reward,,,,,,,,
BB0148,100.00,Reward,,,,,,,,
BB0149,72.73,Reward,,,,,,,,
BB0150,60.00,Reward,,,,,,,,
BB0151,100.00,Reward,,,,,,,,
BB0154,100.00,Reward,,,,,,,,
BB0155,100.00,Reward,,,,,,,,
BB0157,100.00,Reward,,,,,,,,
BB0158,100.00,Reward,,,,,,,,
BB0159,100.00,Reward,,,,,,,,
BB0161,100.00,Reward,,,,,,,,
BB0162,100.00,Reward,,,,,,,,
BB0164,100.00,Reward,,,,,,,,
BB0165,66.67,Reward,,,,,,,,
BB0168,100.00,Reward,,,,,,,,
BB0169,100.00,Reward,,,,,,,,
BB0170,50.00,Reward,,,,,,,,
BB0171,100.00,Reward,,,,,,,,
BB0172,66.67,Reward,,,,,,,,
BB0173,100.00,Reward,,,,,,,,
BB0174,100.00,Reward,,,,,,,,
BB0177,50.00,Reward,,,,,,,,
BB0179,100.00,Reward,,,,,,,,
BB0180,100.00,Reward,,,,,,,,
BB0181,100.00,Reward,,,,,,,,
BB0182,57.14,Reward,,,,,,,,
BB0183,100.00,Reward,,,,,,,,
BB0184,33.33,Reward,,,,,,,,
BB0185,100.00,Reward,,,,,,,,
BB0186,100.00,Reward,,,,,,,,
BB0187,100.00,Reward,,,,,,,,
BB0188,100.00,Reward,,,,,,,,
BB0189,100.00,Reward,,,,,,,,
BB0192,100.00,Reward,,,,,,,,
BB0193,66.67,Reward,,,,,,,,
BB0194,100.00,Reward,,,,,,,,
BB0195,100.00,Reward,,,,,,,,
BB0196,100.00,Reward,,,,,,,,
BB0197,66.67,Reward,,,,,,,,
CA0001,42.86,Reward,,,,,,,,
CA0002,42.86,Reward,,,,,,,,
CA0003,50.00,Reward,,,,,,,,
CA0004,100.00,Reward,,,,,,,,
CA0005,54.55,Reward,,,,,,,,
CA0006,37.50,Reward,,,,,,,,
CA0007,50.00,Reward,,,,,,,,
CA0008,65.22,Reward,,,,,,,,
CA0009,50.00,Reward,,,,,,,,
CA0010,37.50,Reward,,,,,,,,
CA0011,66.67,Reward,,,,,,,,
CA0012,42.86,Reward,,,,,,,,
CA0013,37.50,Reward,,,,,,,,
CA0014,66.67,Reward,,,,,,,,
CA0015,100.00,Reward,,,,,,,,
CA0016,90.91,Reward,,,,,,,,
CA0017,11.11,Reward,,,,,,,,
CA0018,0.00,Normal,,,,,,,,
CA0019,100.00,Reward,,,,,,,,
CA0020,55.56,Reward,,,,,,,,
CA0021,100.00,Reward,,,,,,,,
CA0022,100.00,Reward,,,,,,,,
CA0023,100.00,Reward,,,,,,,,
CA0024,27.27,Reward,,,,,,,,
CA0025,66.67,Reward,,,,,,,,
CA0026,45.45,Reward,,,,,,,,
CA0027,100.00,Reward,,,,,,,,
CA0028,50.00,Reward,,,,,,,,
CA0029,33.33,Reward,,,,,,,,
CA0030,100.00,Reward,,,,,,,,
CA0031,80.00,Reward,,,,,,,,
CA0032,100.00,Reward,,,,,,,,
CA0033,75.00,Reward,,,,,,,,
CA0034,100.00,Reward,,,,,,,,
CA0035,75.00,Reward,,,,,,,,
CA0036,100.00,Reward,,,,,,,,
CA0037,70.59,Reward,,,,,,,,
CA0038,83.33,Reward,,,,,,,,
CA0039,100.00,Reward,,,,,,,,
CA0040,66.67,Reward,,,,,,,,
CA0041,50.00,Reward,,,,,,,,
CA0042,80.00,Reward,,,,,,,,
CA0043,66.67,Reward,,,,,,,,
CA0044,66.67,Reward,,,,,,,,
CA0045,100.00,Reward,,,,,,,,
CA0046,100.00,Reward,,,,,,,,
CA0047,42.86,Reward,,,,,,,,
CA0048,70.00,Reward,,,,,,,,
CA0049,20.00,Reward,,,,,,,,
CA0050,100.00,Reward,,,,,,,,
CA0051,42.86,Reward,,,,,,,,
CA0052,100.00,Reward,,,,,,,,
CA0053,80.00,Reward,,,,,,,,
CA0054,0.00,Normal,,,,,,,,
CA0055,50.00,Reward,,,,,,,,
CA0056,100.00,Reward,,,,,,,,
CA0057,33.33,Reward,,,,,,,,
CA0058,66.67,Reward,,,,,,,,
CA0059,80.00,Reward,,,,,,,,
CA0060,50.00,Reward,,,,,,,,
CA0061,50.00,Reward,,,,,,,,
CA0062,100.00,Reward,,,,,,,,
CA0063,57.14,Reward,,,,,,,,
CA0064,100.00,Reward,,,,,,,,
CA0065,50.00,Reward,,,,,,,,
CA0066,75.00,Reward,,,,,,,,
CA0067,25.00,Reward,,,,,,,,
CA0068,100.00,Reward,,,,,,,,
CA0070,50.00,Reward,,,,,,,,
CA0071,0.00,Normal,,,,,,,,
CA0072,100.00,Reward,,,,,,,,
CA0073,33.33,Reward,,,,,,,,
CA0074,66.67,Reward,,,,,,,,
CA0075,0.00,Normal,,,,,,,,
CA0076,75.00,Reward,,,,,,,,
CA0077,100.00,Reward,,,,,,,,
CA0078,33.33,Reward,,,,,,,,
CA0079,33.33,Reward,,,,,,,,
CA0081,0.00,Normal,,,,,,,,
CA0082,100.00,Reward,,,,,,,,
CA0083,100.00,Reward,,,,,,,,
CA0084,100.00,Reward,,,,,,,,
CA0085,33.33,Reward,,,,,,,,
CA0087,100.00,Reward,,,,,,,,
CA0090,100.00,Reward,,,,,,,,
CA0091,100.00,Reward,,,,,,,,
CA0092,50.00,Reward,,,,,,,,
CA0093,100.00,Reward,,,,,,,,
CA0094,66.67,Reward,,,,,,,,
CA0095,100.00,Reward,,,,,,,,
CA0099,100.00,Reward,,,,,,,,
CA0100,100.00,Reward,,,,,,,,
CA0101,100.00,Reward,,,,,,,,
CA0104,100.00,Reward,,,,,,,,
CA0105,75.00,Reward,,,,,,,,
CA0107,80.00,Reward,,,,,,,,
CA0109,0.00,Normal,,,,,,,,
CA0110,87.50,Reward,,,,,,,,
CA0111,75.00,Reward,,,,,,,,
CA0113,60.00,Reward,,,,,,,,
CA0114,100.00,Reward,,,,,,,,
CA0115,100.00,Reward,,,,,,,,
CA0116,60.00,Reward,,,,,,,,
CA0117,0.00,Normal,,,,,,,,
CA0118,100.00,Reward,,,,,,,,
CA0119,66.67,Reward,,,,,,,,
CA0120,100.00,Reward,,,,,,,,
CA0121,100.00,Reward,,,,,,,,
CA0122,100.00,Reward,,,,,,,,
CA0123,100.00,Reward,,,,,,,,
CA0124,100.00,Reward,,,,,,,,
CA0125,100.00,Reward,,,,,,,,
CA0126,33.33,Reward,,,,,,,,
CA0127,100.00,Reward,,,,,,,,
CA0130,100.00,Reward,,,,,,,,
CA0131,100.00,Reward,,,,,,,,
CA0133,25.00,Reward,,,,,,,,
CA0134,80.00,Reward,,,,,,,,
CA0135,0.00,Normal,,,,,,,,
CA0136,0.00,Normal,,,,,,,,
CA0137,40.00,Reward,,,,,,,,
CA0139,100.00,Reward,,,,,,,,
CA0141,100.00,Reward,,,,,,,,
CA0142,100.00,Reward,,,,,,,,
CA0144,100.00,Reward,,,,,,,,
CA0146,100.00,Reward,,,,,,,,
CA0147,0.00,Normal,,,,,,,,
CA0149,0.00,Normal,,,,,,,,
CA0150,100.00,Reward,,,,,,,,
CA0152,0.00,Normal,,,,,,,,
CA0154,100.00,Reward,,,,,,,,
CA0156,100.00,Reward,,,,,,,,
CA0159,100.00,Reward,,,,,,,,
CA0160,100.00,Reward,,,,,,,,
CA0164,100.00,Reward,,,,,,,,
CA0166,100.00,Reward,,,,,,,,
CA0168,100.00,Reward,,,,,,,,
CA0169,100.00,Reward,,,,,,,,
CA0170,100.00,Reward,,,,,,,,
CA0171,100.00,Reward,,,,,,,,
CA0174,100.00,Reward,,,,,,,,
CA0175,100.00,Reward,,,,,,,,
CA0176,100.00,Reward,,,,,,,,
CA0177,42.86,Reward,,,,,,,,
CA0178,50.00,Reward,,,,,,,,
CA0179,100.00,Reward,,,,,,,,
CA0180,100.00,Reward,,,,,,,,
CA0182,100.00,Reward,,,,,,,,
CA0184,100.00,Reward,,,,,,,,
CA0185,50.00,Reward,,,,,,,,
CA0190,100.00,Reward,,,,,,,,
CA0193,100.00,Reward,,,,,,,,
CA0195,100.00,Reward,,,,,,,,
CA0196,100.00,Reward,,,,,,,,
CA0197,50.00,Reward,,,,,,,,
CA0199,100.00,Reward,,,,,,,,
CA0200,50.00,Reward,,,,,,,,
CA0203,100.00,Reward,,,,,,,,
CA0204,100.00,Reward,,,,,,,,
CA0206,33.33,Reward,,,,,,,,
CA0207,100.00,Reward,,,,,,,,
CA0208,80.00,Reward,,,,,,,,
CA0209,100.00,Reward,,,,,,,,
CA0210,100.00,Reward,,,,,,,,
CA0212,100.00,Reward,,,,,,,,
CA0213,100.00,Reward,,,,,,,,
CA0214,66.67,Reward,,,,,,,,
CA0215,100.00,Reward,,,,,,,,
CA0216,100.00,Reward,,,,,,,,
CA0218,80.00,Reward,,,,,,,,
CA0219,100.00,Reward,,,,,,,,
CA0220,50.00,Reward,,,,,,,,
CA0221,100.00,Reward,,,,,,,,
CA0222,66.67,Reward,,,,,,,,
CA0223,100.00,Reward,,,,,,,,
CA0225,100.00,Reward,,,,,,,,
CA0227,100.00,Reward,,,,,,,,
CA0228,0.00,Normal,,,,,,,,
CA0230,100.00,Reward,,,,,,,,
CA0231,50.00,Reward,,,,,,,,
CA0232,50.00,Reward,,,,,,,,
CA0233,66.67,Reward,,,,,,,,
CA0235,0.00,Normal,,,,,,,,
CA0236,100.00,Reward,,,,,,,,
CA0238,100.00,Reward,,,,,,,,
CA0239,0.00,Normal,,,,,,,,
CA0240,100.00,Reward,,,,,,,,
CA0241,0.00,Normal,,,,,,,,
CA0242,100.00,Reward,,,,,,,,
CA0244,100.00,Reward,,,,,,,,
CA0245,0.00,Normal,,,,,,,,
CA0249,100.00,Reward,,,,,,,,
CA0250,100.00,Reward,,,,,,,,
CA0251,100.00,Reward,,,,,,,,
CA0253,100.00,Reward,,,,,,,,
CA0255,100.00,Reward,,,,,,,,
CA0256,100.00,Reward,,,,,,,,
CA0258,100.00,Reward,,,,,,,,
CC0001,50.00,Reward,,,,,,,,
CC0002,71.43,Reward,,,,,,,,
CC0003,75.00,Reward,,,,,,,,
CC0004,100.00,Reward,,,,,,,,
CC0005,33.33,Reward,,,,,,,,
CC0006,16.67,Reward,,,,,,,,
CC0007,40.00,Reward,,,,,,,,
CC0008,50.00,Reward,,,,,,,,
CC0009,76.47,Reward,,,,,,,,
CC0010,53.85,Reward,,,,,,,,
CC0011,25.00,Reward,,,,,,,,
CC0012,64.29,Reward,,,,,,,,
CC0013,87.50,Reward,,,,,,,,
CC0014,50.00,Reward,,,,,,,,
CC0015,100.00,Reward,,,,,,,,
CC0016,66.67,Reward,,,,,,,,
CC0017,0.00,Normal,,,,,,,,
CC0018,25.00,Reward,,,,,,,,
CC0019,0.00,Normal,,,,,,,,
CC0020,71.43,Reward,,,,,,,,
CC0021,100.00,Reward,,,,,,,,
CC0022,100.00,Reward,,,,,,,,
CC0023,100.00,Reward,,,,,,,,
CC0024,42.86,Reward,,,,,,,,
CC0025,70.00,Reward,,,,,,,,
CC0026,75.00,Reward,,,,,,,,
CC0027,100.00,Reward,,,,,,,,
CC0028,55.56,Reward,,,,,,,,
CC0029,80.00,Reward,,,,,,,,
CC0030,62.50,Reward,,,,,,,,
CC0031,66.67,Reward,,,,,,,,
CC0032,100.00,Reward,,,,,,,,
CC0033,100.00,Reward,,,,,,,,
CC0034,66.67,Reward,,,,,,,,
CC0035,50.00,Reward,,,,,,,,
CC0036,33.33,Reward,,,,,,,,
CC0037,50.00,Reward,,,,,,,,
CC0038,71.43,Reward,,,,,,,,
CC0039,71.43,Reward,,,,,,,,
CC0040,85.71,Reward,,,,,,,,
CC0041,62.50,Reward,,,,,,,,
CC0042,0.00,Normal,,,,,,,,
CC0043,80.00,Reward,,,,,,,,
CC0044,50.00,Reward,,,,,,,,
CC0045,87.50,Reward,,,,,,,,
CC0046,100.00,Reward,,,,,,,,
CC0047,72.22,Reward,,,,,,,,
CC0048,50.00,Reward,,,,,,,,
CC0049,50.00,Reward,,,,,,,,
CC0050,90.91,Reward,,,,,,,,
CC0051,83.33,Reward,,,,,,,,
CC0052,66.67,Reward,,,,,,,,
CC0053,0.00,Normal,,,,,,,,
CC0054,93.33,Reward,,,,,,,,
CC0055,60.00,Reward,,,,,,,,
CC0056,66.67,Reward,,,,,,,,
CC0057,50.00,Reward,,,,,,,,
CC0059,100.00,Reward,,,,,,,,
CC0061,100.00,Reward,,,,,,,,
CC0062,100.00,Reward,,,,,,,,
CC0063,100.00,Reward,,,,,,,,
CC0064,81.82,Reward,,,,,,,,
CC0065,50.00,Reward,,,,,,,,
CC0066,100.00,Reward,,,,,,,,
CC0067,80.00,Reward,,,,,,,,
CC0069,85.71,Reward,,,,,,,,
CC0071,100.00,Reward,,,,,,,,
CC0073,71.43,Reward,,,,,,,,
CC0074,76.92,Reward,,,,,,,,
CC0075,100.00,Reward,,,,,,,,
CC0077,57.14,Reward,,,,,,,,
CC0078,100.00,Reward,,,,,,,,
CC0079,40.00,Reward,,,,,,,,
CC0080,100.00,Reward,,,,,,,,
CC0081,100.00,Reward,,,,,,,,
CC0082,100.00,Reward,,,,,,,,
CC0083,0.00,Normal,,,,,,,,
CC0084,100.00,Reward,,,,,,,,
CC0085,50.00,Reward,,,,,,,,
CC0086,100.00,Reward,,,,,,,,
CC0087,75.00,Reward,,,,,,,,
CC0088,100.00,Reward,,,,,,,,
CC0089,100.00,Reward,,,,,,,,
CC0090,100.00,Reward,,,,,,,,
CC0091,100.00,Reward,,,,,,,,
CC0092,66.67,Reward,,,,,,,,
CC0093,100.00,Reward,,,,,,,,
CC0095,100.00,Reward,,,,,,,,
CC0096,50.00,Reward,,,,,,,,
CC0098,66.67,Reward,,,,,,,,
CC0099,100.00,Reward,,,,,,,,
CC0100,100.00,Reward,,,,,,,,
CC0101,100.00,Reward,,,,,,,,
CC0102,50.00,Reward,,,,,,,,
CC0103,100.00,Reward,,,,,,,,
CC0104,100.00,Reward,,,,,,,,
CC0105,100.00,Reward,,,,,,,,
CC0106,100.00,Reward,,,,,,,,
CC0107,66.67,Reward,,,,,,,,
CC0108,100.00,Reward,,,,,,,,
CC0110,100.00,Reward,,,,,,,,
CC0111,60.00,Reward,,,,,,,,
CC0112,50.00,Reward,,,,,,,,
CC0113,33.33,Reward,,,,,,,,
CC0114,100.00,Reward,,,,,,,,
CC0115,66.67,Reward,,,,,,,,
CC0116,100.00,Reward,,,,,,,,
CC0118,100.00,Reward,,,,,,,,
CC0120,100.00,Reward,,,,,,,,
CC0122,50.00,Reward,,,,,,,,
CC0123,100.00,Reward,,,,,,,,
CC0124,100.00,Reward,,,,,,,,
CC0125,0.00,Normal,,,,,,,,
CC0126,0.00,Normal,,,,,,,,
CC0127,100.00,Reward,,,,,,,,
CC0128,70.00,Reward,,,,,,,,
CC0129,66.67,Reward,,,,,,,,
CC0130,100.00,Reward,,,,,,,,
CC0131,100.00,Reward,,,,,,,,
CC0132,50.00,Reward,,,,,,,,
CC0134,100.00,Reward,,,,,,,,
CC0135,100.00,Reward,,,,,,,,
CC0136,100.00,Reward,,,,,,,,
CC0137,85.71,Reward,,,,,,,,
CC0138,100.00,Reward,,,,,,,,
CC0140,40.00,Reward,,,,,,,,
CC0141,33.33,Reward,,,,,,,,
CC0142,100.00,Reward,,,,,,,,
CC0143,100.00,Reward,,,,,,,,
CC0144,50.00,Reward,,,,,,,,
CC0146,33.33,Reward,,,,,,,,
CC0147,100.00,Reward,,,,,,,,
CC0148,100.00,Reward,,,,,,,,
CC0149,100.00,Reward,,,,,,,,
CC0150,100.00,Reward,,,,,,,,
CC0151,100.00,Reward,,,,,,,,
CC0153,100.00,Reward,,,,,,,,
CC0154,100.00,Reward,,,,,,,,
CC0155,100.00,Reward,,,,,,,,
CC0156,50.00,Reward,,,,,,,,
CC0157,40.00,Reward,,,,,,,,
CC0158,100.00,Reward,,,,,,,,
CC0159,100.00,Reward,,,,,,,,
CC0160,100.00,Reward,,,,,,,,
CC0161,50.00,Reward,,,,,,,,
CC0162,0.00,Normal,,,,,,,,
CC0164,100.00,Reward,,,,,,,,
CC0167,100.00,Reward,,,,,,,,
CC0168,100.00,Reward,,,,,,,,
CC0169,60.00,Reward,,,,,,,,
CC0170,100.00,Reward,,,,,,,,
CC0171,100.00,Reward,,,,,,,,
CC0174,0.00,Normal,,,,,,,,
CC0178,100.00,Reward,,,,,,,,
CC0181,100.00,Reward,,,,,,,,
CC0182,100.00,Reward,,,,,,,,
CC0183,100.00,Reward,,,,,,,,
CC0184,0.00,Normal,,,,,,,,
CC0185,0.00,Normal,,,,,,,,
CC0187,100.00,Reward,,,,,,,,
CC0188,50.00,Reward,,,,,,,,
CC0189,100.00,Reward,,,,,,,,
CC0190,100.00,Reward,,,,,,,,
CC0192,100.00,Reward,,,,,,,,
CC0193,0.00,Normal,,,,,,,,
CC0194,100.00,Reward,,,,,,,,
CC0195,50.00,Reward,,,,,,,,
CC0196,100.00,Reward,,,,,,,,
CC0197,66.67,Reward,,,,,,,,
CC0200,100.00,Reward,,,,,,,,
CC0203,100.00,Reward,,,,,,,,
CC0204,100.00,Reward,,,,,,,,
CC0205,66.67,Reward,,,,,,,,
CC0206,100.00,Reward,,,,,,,,
CC0208,0.00,Normal,,,,,,,,
CC0209,66.67,Reward,,,,,,,,
CC0210,100.00,Reward,,,,,,,,
CC0211,66.67,Reward,,,,,,,,
CC0212,100.00,Reward,,,,,,,,
CC0213,100.00,Reward,,,,,,,,
CC0216,66.67,Reward,,,,,,,,
CC0217,100.00,Reward,,,,,,,,
CC0218,100.00,Reward,,,,,,,,
CC0220,100.00,Reward,,,,,,,,
CC0221,100.00,Reward,,,,,,,,
CC0222,100.00,Reward,,,,,,,,
CC0223,100.00,Reward,,,,,,,,
CC0225,50.00,Reward,,,,,,,,
CC0226,100.00,Reward,,,,,,,,
CC0227,0.00,Normal,,,,,,,,
CC0228,50.00,Reward,,,,,,,,
CC0229,100.00,Reward,,,,,,,,
CC0230,100.00,Reward,,,,,,,,
CC0232,60.00,Reward,,,,,,,,
CC0233,100.00,Reward,,,,,,,,
CC0234,100.00,Reward,,,,,,,,
CC0237,100.00,Reward,,,,,,,,
CC0238,50.00,Reward,,,,,,,,
CC0240,66.67,Reward,,,,,,,,
CC0241,100.00,Reward,,,,,,,,
CC0242,100.00,Reward,,,,,,,,
CC0243,100.00,Reward,,,,,,,,
CC0244,80.00,Reward,,,,,,,,
CC0246,100.00,Reward,,,,,,,,
CC0247,100.00,Reward,,,,,,,,
CC0248,100.00,Reward,,,,,,,,
CC0250,100.00,Reward,,,,,,,,
CC0251,0.00,Normal,,,,,,,,
CC0252,50.00,Reward,,,,,,,,
CC0253,100.00,Reward,,,,,,,,
CC0254,100.00,Reward,,,,,,,,
CC0255,50.00,Reward,,,,,,,,
CC0256,100.00,Reward,,,,,,,,
CC0258,100.00,Reward,,,,,,,,
CC0259,50.00,Reward,,,,,,,,
CC0265,100.00,Reward,,,,,,,,
CC0266,100.00,Reward,,,,,,,,
CC0267,100.00,Reward,,,,,,,,
CC0269,100.00,Reward,,,,,,,,
CC0271,100.00,Reward,,,,,,,,
CC0273,100.00,Reward,,,,,,,,
CC0274,50.00,Reward,,,,,,,,
CC0275,100.00,Reward,,,,,,,,
CC0277,100.00,Reward,,,,,,,,
CC0279,0.00,Normal,,,,,,,,
CC0280,100.00,Reward,,,,,,,,
CC0282,50.00,Reward,,,,,,,,
CC0286,100.00,Reward,,,,,,,,
CC0288,0.00,Normal,,,,,,,,
DA0001,42.86,Reward,,,,,,,,
DA0002,80.00,Reward,,,,,,,,
DA0003,75.00,Reward,,,,,,,,
DA0004,66.67,Reward,,,,,,,,
DA0005,60.00,Reward,,,,,,,,
DA0006,60.00,Reward,,,,,,,,
DA0007,25.00,Reward,,,,,,,,
DA0008,42.86,Reward,,,,,,,,
DA0009,87.50,Reward,,,,,,,,
DA0010,80.00,Reward,,,,,,,,
DA0011,100.00,Reward,,,,,,,,
DA0012,100.00,Reward,,,,,,,,
DA0013,66.67,Reward,,,,,,,,
DA0014,66.67,Reward,,,,,,,,
DA0015,66.67,Reward,,,,,,,,
DA0016,33.33,Reward,,,,,,,,
DA0017,57.14,Reward,,,,,,,,
DA0018,100.00,Reward,,,,,,,,
DA0019,33.33,Reward,,,,,,,,
DA0020,100.00,Reward,,,,,,,,
DA0021,100.00,Reward,,,,,,,,
DA0022,100.00,Reward,,,,,,,,
DA0023,66.67,Reward,,,,,,,,
DA0024,100.00,Reward,,,,,,,,
DA0025,75.00,Reward,,,,,,,,
DA0026,0.00,Normal,,,,,,,,
DA0027,100.00,Reward,,,,,,,,
DA0028,100.00,Reward,,,,,,,,
DA0029,50.00,Reward,,,,,,,,
DA0030,83.33,Reward,,,,,,,,
DA0031,80.00,Reward,,,,,,,,
DA0032,100.00,Reward,,,,,,,,
DA0033,66.67,Reward,,,,,,,,
DA0034,83.33,Reward,,,,,,,,
DA0035,33.33,Reward,,,,,,,,
DA0036,50.00,Reward,,,,,,,,
DA0037,100.00,Reward,,,,,,,,
DA0038,100.00,Reward,,,,,,,,
DA0039,100.00,Reward,,,,,,,,
DA0040,50.00,Reward,,,,,,,,
DA0041,25.00,Reward,,,,,,,,
DA0042,85.71,Reward,,,,,,,,
DA0043,66.67,Reward,,,,,,,,
DA0044,87.50,Reward,,,,,,,,
DA0045,75.00,Reward,,,,,,,,
DA0046,50.00,Reward,,,,,,,,
DA0047,100.00,Reward,,,,,,,,
DA0048,100.00,Reward,,,,,,,,
DA0049,100.00,Reward,,,,,,,,
DA0050,0.00,Normal,,,,,,,,
DA0051,100.00,Reward,,,,,,,,
DA0052,100.00,Reward,,,,,,,,
DA0053,0.00,Normal,,,,,,,,
DA0054,60.00,Reward,,,,,,,,
DA0055,100.00,Reward,,,,,,,,
DA0056,100.00,Reward,,,,,,,,
DA0057,100.00,Reward,,,,,,,,
DA0058,75.00,Reward,,,,,,,,
DA0059,0.00,Normal,,,,,,,,
DA0060,75.00,Reward,,,,,,,,
DA0061,66.67,Reward,,,,,,,,
DA0062,100.00,Reward,,,,,,,,
DA0063,100.00,Reward,,,,,,,,
DA0064,50.00,Reward,,,,,,,,
DA0065,100.00,Reward,,,,,,,,
DA0066,100.00,Reward,,,,,,,,
DA0067,0.00,Normal,,,,,,,,
DA0068,50.00,Reward,,,,,,,,
DA0069,100.00,Reward,,,,,,,,
DA0070,100.00,Reward,,,,,,,,
DA0071,50.00,Reward,,,,,,,,
DA0072,80.00,Reward,,,,,,,,
DA0073,85.71,Reward,,,,,,,,
DA0074,75.00,Reward,,,,,,,,
DA0075,100.00,Reward,,,,,,,,
DA0076,75.00,Reward,,,,,,,,
DA0077,100.00,Reward,,,,,,,,
DA0078,100.00,Reward,,,,,,,,
DA0079,85.71,Reward,,,,,,,,
DA0080,75.00,Reward,,,,,,,,
DA0081,100.00,Reward,,,,,,,,
DA0082,100.00,Reward,,,,,,,,
DA0083,75.00,Reward,,,,,,,,
DA0084,100.00,Reward,,,,,,,,
DA0085,100.00,Reward,,,,,,,,
DA0086,100.00,Reward,,,,,,,,
DA0087,0.00,Normal,,,,,,,,
DA0088,100.00,Reward,,,,,,,,
DA0089,62.50,Reward,,,,,,,,
DA0091,100.00,Reward,,,,,,,,
DA0092,100.00,Reward,,,,,,,,
DA0093,100.00,Reward,,,,,,,,
DA0094,100.00,Reward,,,,,,,,
DA0095,0.00,Normal,,,,,,,,
DA0096,50.00,Reward,,,,,,,,
DA0097,100.00,Reward,,,,,,,,
DA0098,66.67,Reward,,,,,,,,
DA0099,0.00,Normal,,,,,,,,
DA0100,100.00,Reward,,,,,,,,
DA0101,0.00,Normal,,,,,,,,
DA0102,100.00,Reward,,,,,,,,
DA0103,100.00,Reward,,,,,,,,
DA0104,100.00,Reward,,,,,,,,
DA0106,33.33,Reward,,,,,,,,
DA0107,100.00,Reward,,,,,,,,
DA0108,100.00,Reward,,,,,,,,
DA0109,83.33,Reward,,,,,,,,
DA0110,100.00,Reward,,,,,,,,
DA0111,100.00,Reward,,,,,,,,
DA0112,100.00,Reward,,,,,,,,
DA0113,66.67,Reward,,,,,,,,
DA0114,0.00,Normal,,,,,,,,
DA0115,0.00,Normal,,,,,,,,
DA0116,50.00,Reward,,,,,,,,
DA0117,0.00,Normal,,,,,,,,
DA0118,100.00,Reward,,,,,,,,
DA0119,100.00,Reward,,,,,,,,
DA0120,100.00,Reward,,,,,,,,
DA0121,85.71,Reward,,,,,,,,
DA0122,100.00,Reward,,,,,,,,
DA0123,50.00,Reward,,,,,,,,
DA0125,100.00,Reward,,,,,,,,
DA0126,100.00,Reward,,,,,,,,
DA0127,100.00,Reward,,,,,,,,
DA0129,100.00,Reward,,,,,,,,
DA0130,100.00,Reward,,,,,,,,
DA0131,66.67,Reward,,,,,,,,
DA0132,100.00,Reward,,,,,,,,
DA0133,50.00,Reward,,,,,,,,
DA0134,0.00,Normal,,,,,,,,
DA0135,66.67,Reward,,,,,,,,
DA0137,0.00,Normal,,,,,,,,
DA0138,57.14,Reward,,,,,,,,
DA0141,100.00,Reward,,,,,,,,
DA0142,66.67,Reward,,,,,,,,
DA0143,0.00,Normal,,,,,,,,
DA0146,0.00,Normal,,,,,,,,
DA0149,50.00,Reward,,,,,,,,
DA0152,100.00,Reward,,,,,,,,
DA0153,60.00,Reward,,,,,,,,
DA0154,0.00,Normal,,,,,,,,
DA0155,0.00,Normal,,,,,,,,
DA0157,100.00,Reward,,,,,,,,
